"scenario","year","biomass","species"
"Status quo",2100,207.0841,"Digenea simplex"
"RCP 2.6",2100,205.6819,"Digenea simplex"
"RCP 4.5",2100,180.1817,"Digenea simplex"
"RCP 8.5",2100,92.41175,"Digenea simplex"
"Status quo",2100,834.6028,"Other algal turf"
"RCP 2.6",2100,759.387,"Other algal turf"
"RCP 4.5",2100,723.1517,"Other algal turf"
"RCP 8.5",2100,530.6243,"Other algal turf"
"Status quo",2100,0.03338239,"Sea birds"
"RCP 2.6",2100,0.02141346,"Sea birds"
"RCP 4.5",2100,0.01759879,"Sea birds"
"RCP 8.5",2100,2.492885e-12,"Sea birds"
"Status quo",2100,0.08193821,"Turtles"
"RCP 2.6",2100,0.06882463,"Turtles"
"RCP 4.5",2100,0.03953736,"Turtles"
"RCP 8.5",2100,9.359599e-05,"Turtles"
"Status quo",2100,0.2323648,"Cephalopoda"
"RCP 2.6",2100,0.3604587,"Cephalopoda"
"RCP 4.5",2100,0.03293729,"Cephalopoda"
"RCP 8.5",2100,0.2320614,"Cephalopoda"
"Status quo",2100,4.199069,"Panulirus spp."
"RCP 2.6",2100,1.620437,"Panulirus spp."
"RCP 4.5",2100,0.09730027,"Panulirus spp."
"RCP 8.5",2100,5.345882e-14,"Panulirus spp."
"Status quo",2100,14.10328,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.18129,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.88388,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.205151,"Benthic macroinvertebrates"
"Status quo",2100,26.77476,"Benthic microinvertebrates"
"RCP 2.6",2100,25.18256,"Benthic microinvertebrates"
"RCP 4.5",2100,21.90985,"Benthic microinvertebrates"
"RCP 8.5",2100,0.43124,"Benthic microinvertebrates"
"Status quo",2100,0.8266564,"Siderastrea stellata"
"RCP 2.6",2100,0.5822136,"Siderastrea stellata"
"RCP 4.5",2100,0.2657074,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.186503,"Zooplankton"
"RCP 2.6",2100,0.3148279,"Zooplankton"
"RCP 4.5",2100,0.3418559,"Zooplankton"
"RCP 8.5",2100,0.5867004,"Zooplankton"
"Status quo",2100,0.1302212,"Phytoplankton"
"RCP 2.6",2100,0.1176832,"Phytoplankton"
"RCP 4.5",2100,0.09146094,"Phytoplankton"
"RCP 8.5",2100,0.04423476,"Phytoplankton"
"Status quo",2100,214.967,"Digenea simplex"
"RCP 2.6",2100,198.5517,"Digenea simplex"
"RCP 4.5",2100,201.2224,"Digenea simplex"
"RCP 8.5",2100,92.83356,"Digenea simplex"
"Status quo",2100,799.3559,"Other algal turf"
"RCP 2.6",2100,781.7025,"Other algal turf"
"RCP 4.5",2100,747.0239,"Other algal turf"
"RCP 8.5",2100,495.7287,"Other algal turf"
"Status quo",2100,0.0308055,"Sea birds"
"RCP 2.6",2100,0.02227692,"Sea birds"
"RCP 4.5",2100,0.0211302,"Sea birds"
"RCP 8.5",2100,0.007596388,"Sea birds"
"Status quo",2100,0.09805571,"Turtles"
"RCP 2.6",2100,0.07412689,"Turtles"
"RCP 4.5",2100,0.04732427,"Turtles"
"RCP 8.5",2100,0.0005467633,"Turtles"
"Status quo",2100,0.3523598,"Cephalopoda"
"RCP 2.6",2100,0.2508033,"Cephalopoda"
"RCP 4.5",2100,0.2524995,"Cephalopoda"
"RCP 8.5",2100,1.167662e-09,"Cephalopoda"
"Status quo",2100,2.529137,"Panulirus spp."
"RCP 2.6",2100,1.610411,"Panulirus spp."
"RCP 4.5",2100,0.5684895,"Panulirus spp."
"RCP 8.5",2100,1.029576e-09,"Panulirus spp."
"Status quo",2100,16.82492,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.77428,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.79956,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.359063,"Benthic macroinvertebrates"
"Status quo",2100,27.46572,"Benthic microinvertebrates"
"RCP 2.6",2100,22.00764,"Benthic microinvertebrates"
"RCP 4.5",2100,18.36722,"Benthic microinvertebrates"
"RCP 8.5",2100,18.0007,"Benthic microinvertebrates"
"Status quo",2100,0.6301289,"Siderastrea stellata"
"RCP 2.6",2100,0.7948316,"Siderastrea stellata"
"RCP 4.5",2100,0.290088,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.24573,"Zooplankton"
"RCP 2.6",2100,0.227689,"Zooplankton"
"RCP 4.5",2100,0.3216897,"Zooplankton"
"RCP 8.5",2100,0.44221,"Zooplankton"
"Status quo",2100,0.1306716,"Phytoplankton"
"RCP 2.6",2100,0.1282158,"Phytoplankton"
"RCP 4.5",2100,0.1025777,"Phytoplankton"
"RCP 8.5",2100,0.04965517,"Phytoplankton"
"Status quo",2100,212.0614,"Digenea simplex"
"RCP 2.6",2100,221.7375,"Digenea simplex"
"RCP 4.5",2100,190.2855,"Digenea simplex"
"RCP 8.5",2100,95.88413,"Digenea simplex"
"Status quo",2100,847.4229,"Other algal turf"
"RCP 2.6",2100,788.8571,"Other algal turf"
"RCP 4.5",2100,791.9841,"Other algal turf"
"RCP 8.5",2100,530.4567,"Other algal turf"
"Status quo",2100,0.03089502,"Sea birds"
"RCP 2.6",2100,0.0307715,"Sea birds"
"RCP 4.5",2100,0.03008908,"Sea birds"
"RCP 8.5",2100,0.005599901,"Sea birds"
"Status quo",2100,0.08646088,"Turtles"
"RCP 2.6",2100,0.08550372,"Turtles"
"RCP 4.5",2100,0.04818936,"Turtles"
"RCP 8.5",2100,0.0003856377,"Turtles"
"Status quo",2100,0.2323568,"Cephalopoda"
"RCP 2.6",2100,0.253949,"Cephalopoda"
"RCP 4.5",2100,0.1355145,"Cephalopoda"
"RCP 8.5",2100,0.252331,"Cephalopoda"
"Status quo",2100,4.050927,"Panulirus spp."
"RCP 2.6",2100,2.240556,"Panulirus spp."
"RCP 4.5",2100,0.4288195,"Panulirus spp."
"RCP 8.5",2100,2.602315e-09,"Panulirus spp."
"Status quo",2100,20.14892,"Benthic macroinvertebrates"
"RCP 2.6",2100,20.46102,"Benthic macroinvertebrates"
"RCP 4.5",2100,17.88141,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.2795,"Benthic macroinvertebrates"
"Status quo",2100,20.11643,"Benthic microinvertebrates"
"RCP 2.6",2100,27.80009,"Benthic microinvertebrates"
"RCP 4.5",2100,19.26554,"Benthic microinvertebrates"
"RCP 8.5",2100,10.12654,"Benthic microinvertebrates"
"Status quo",2100,0.7985945,"Siderastrea stellata"
"RCP 2.6",2100,0.6977176,"Siderastrea stellata"
"RCP 4.5",2100,0.2535588,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2593217,"Zooplankton"
"RCP 2.6",2100,0.2321442,"Zooplankton"
"RCP 4.5",2100,0.3119453,"Zooplankton"
"RCP 8.5",2100,0.4509329,"Zooplankton"
"Status quo",2100,0.116128,"Phytoplankton"
"RCP 2.6",2100,0.1186404,"Phytoplankton"
"RCP 4.5",2100,0.1088531,"Phytoplankton"
"RCP 8.5",2100,0.04359322,"Phytoplankton"
"Status quo",2100,201.3717,"Digenea simplex"
"RCP 2.6",2100,198.5128,"Digenea simplex"
"RCP 4.5",2100,175.0285,"Digenea simplex"
"RCP 8.5",2100,91.84155,"Digenea simplex"
"Status quo",2100,824.3657,"Other algal turf"
"RCP 2.6",2100,737.5493,"Other algal turf"
"RCP 4.5",2100,793.8709,"Other algal turf"
"RCP 8.5",2100,510.2668,"Other algal turf"
"Status quo",2100,0.02161853,"Sea birds"
"RCP 2.6",2100,0.04010081,"Sea birds"
"RCP 4.5",2100,0.02924633,"Sea birds"
"RCP 8.5",2100,0.01632061,"Sea birds"
"Status quo",2100,0.08925296,"Turtles"
"RCP 2.6",2100,0.06336679,"Turtles"
"RCP 4.5",2100,0.03921237,"Turtles"
"RCP 8.5",2100,0.0001709352,"Turtles"
"Status quo",2100,0.2803504,"Cephalopoda"
"RCP 2.6",2100,0.1903241,"Cephalopoda"
"RCP 4.5",2100,0.08463525,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,3.134754,"Panulirus spp."
"RCP 2.6",2100,3.761022,"Panulirus spp."
"RCP 4.5",2100,0.01502064,"Panulirus spp."
"RCP 8.5",2100,8.925636e-16,"Panulirus spp."
"Status quo",2100,13.49045,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.71993,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.64219,"Benthic macroinvertebrates"
"RCP 8.5",2100,0.1123305,"Benthic macroinvertebrates"
"Status quo",2100,19.74729,"Benthic microinvertebrates"
"RCP 2.6",2100,23.51097,"Benthic microinvertebrates"
"RCP 4.5",2100,20.22233,"Benthic microinvertebrates"
"RCP 8.5",2100,19.01093,"Benthic microinvertebrates"
"Status quo",2100,0.8297691,"Siderastrea stellata"
"RCP 2.6",2100,0.6106834,"Siderastrea stellata"
"RCP 4.5",2100,0.263466,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2748878,"Zooplankton"
"RCP 2.6",2100,0.2927019,"Zooplankton"
"RCP 4.5",2100,0.373884,"Zooplankton"
"RCP 8.5",2100,0.306853,"Zooplankton"
"Status quo",2100,0.125973,"Phytoplankton"
"RCP 2.6",2100,0.112017,"Phytoplankton"
"RCP 4.5",2100,0.09937338,"Phytoplankton"
"RCP 8.5",2100,0.05721309,"Phytoplankton"
"Status quo",2100,209.2595,"Digenea simplex"
"RCP 2.6",2100,190.6615,"Digenea simplex"
"RCP 4.5",2100,189.5038,"Digenea simplex"
"RCP 8.5",2100,94.16682,"Digenea simplex"
"Status quo",2100,795.3409,"Other algal turf"
"RCP 2.6",2100,727.8843,"Other algal turf"
"RCP 4.5",2100,754.4782,"Other algal turf"
"RCP 8.5",2100,497.3049,"Other algal turf"
"Status quo",2100,0.02563964,"Sea birds"
"RCP 2.6",2100,0.01725396,"Sea birds"
"RCP 4.5",2100,0.02652386,"Sea birds"
"RCP 8.5",2100,8.04738e-15,"Sea birds"
"Status quo",2100,0.06702394,"Turtles"
"RCP 2.6",2100,0.07155272,"Turtles"
"RCP 4.5",2100,0.04930658,"Turtles"
"RCP 8.5",2100,5.942404e-05,"Turtles"
"Status quo",2100,0.33199,"Cephalopoda"
"RCP 2.6",2100,0.2372917,"Cephalopoda"
"RCP 4.5",2100,0.2558068,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,4.303538,"Panulirus spp."
"RCP 2.6",2100,3.142167,"Panulirus spp."
"RCP 4.5",2100,0.3720006,"Panulirus spp."
"RCP 8.5",2100,3.011396e-09,"Panulirus spp."
"Status quo",2100,12.81359,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.94965,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.17829,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.359326,"Benthic macroinvertebrates"
"Status quo",2100,19.36279,"Benthic microinvertebrates"
"RCP 2.6",2100,26.12324,"Benthic microinvertebrates"
"RCP 4.5",2100,19.33744,"Benthic microinvertebrates"
"RCP 8.5",2100,0.6171674,"Benthic microinvertebrates"
"Status quo",2100,0.7256141,"Siderastrea stellata"
"RCP 2.6",2100,0.6737484,"Siderastrea stellata"
"RCP 4.5",2100,0.2857517,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2200119,"Zooplankton"
"RCP 2.6",2100,0.2485406,"Zooplankton"
"RCP 4.5",2100,0.3488074,"Zooplankton"
"RCP 8.5",2100,0.5744016,"Zooplankton"
"Status quo",2100,0.1285496,"Phytoplankton"
"RCP 2.6",2100,0.1273915,"Phytoplankton"
"RCP 4.5",2100,0.1028313,"Phytoplankton"
"RCP 8.5",2100,0.0509281,"Phytoplankton"
"Status quo",2100,204.6904,"Digenea simplex"
"RCP 2.6",2100,206.3024,"Digenea simplex"
"RCP 4.5",2100,201.0614,"Digenea simplex"
"RCP 8.5",2100,94.65443,"Digenea simplex"
"Status quo",2100,742.4422,"Other algal turf"
"RCP 2.6",2100,808.7514,"Other algal turf"
"RCP 4.5",2100,728.181,"Other algal turf"
"RCP 8.5",2100,490.2312,"Other algal turf"
"Status quo",2100,0.02125396,"Sea birds"
"RCP 2.6",2100,0.03434566,"Sea birds"
"RCP 4.5",2100,0.0250373,"Sea birds"
"RCP 8.5",2100,0.001394376,"Sea birds"
"Status quo",2100,0.08309519,"Turtles"
"RCP 2.6",2100,0.06879733,"Turtles"
"RCP 4.5",2100,0.03581764,"Turtles"
"RCP 8.5",2100,0.0005000157,"Turtles"
"Status quo",2100,0.2922065,"Cephalopoda"
"RCP 2.6",2100,0.2438975,"Cephalopoda"
"RCP 4.5",2100,0.1045586,"Cephalopoda"
"RCP 8.5",2100,0.1370458,"Cephalopoda"
"Status quo",2100,4.160125,"Panulirus spp."
"RCP 2.6",2100,4.220963,"Panulirus spp."
"RCP 4.5",2100,0.7510793,"Panulirus spp."
"RCP 8.5",2100,7.835228e-12,"Panulirus spp."
"Status quo",2100,20.10965,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.91868,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.88942,"Benthic macroinvertebrates"
"RCP 8.5",2100,10.06375,"Benthic macroinvertebrates"
"Status quo",2100,26.39343,"Benthic microinvertebrates"
"RCP 2.6",2100,24.14248,"Benthic microinvertebrates"
"RCP 4.5",2100,20.42651,"Benthic microinvertebrates"
"RCP 8.5",2100,1.466015,"Benthic microinvertebrates"
"Status quo",2100,0.7131835,"Siderastrea stellata"
"RCP 2.6",2100,0.6453434,"Siderastrea stellata"
"RCP 4.5",2100,0.3445801,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2663321,"Zooplankton"
"RCP 2.6",2100,0.2488728,"Zooplankton"
"RCP 4.5",2100,0.3303691,"Zooplankton"
"RCP 8.5",2100,0.5733266,"Zooplankton"
"Status quo",2100,0.1225517,"Phytoplankton"
"RCP 2.6",2100,0.1211897,"Phytoplankton"
"RCP 4.5",2100,0.1003221,"Phytoplankton"
"RCP 8.5",2100,0.04667012,"Phytoplankton"
"Status quo",2100,211.6187,"Digenea simplex"
"RCP 2.6",2100,216.3709,"Digenea simplex"
"RCP 4.5",2100,204.051,"Digenea simplex"
"RCP 8.5",2100,96.24789,"Digenea simplex"
"Status quo",2100,735.7814,"Other algal turf"
"RCP 2.6",2100,806.3212,"Other algal turf"
"RCP 4.5",2100,720.8484,"Other algal turf"
"RCP 8.5",2100,484.0494,"Other algal turf"
"Status quo",2100,0.03556502,"Sea birds"
"RCP 2.6",2100,0.02587292,"Sea birds"
"RCP 4.5",2100,0.03692567,"Sea birds"
"RCP 8.5",2100,1.07822e-15,"Sea birds"
"Status quo",2100,0.08469664,"Turtles"
"RCP 2.6",2100,0.07691784,"Turtles"
"RCP 4.5",2100,0.04687039,"Turtles"
"RCP 8.5",2100,0.0005723314,"Turtles"
"Status quo",2100,0.292463,"Cephalopoda"
"RCP 2.6",2100,0.1604082,"Cephalopoda"
"RCP 4.5",2100,0.1652718,"Cephalopoda"
"RCP 8.5",2100,1.183783e-06,"Cephalopoda"
"Status quo",2100,2.645818,"Panulirus spp."
"RCP 2.6",2100,1.872575,"Panulirus spp."
"RCP 4.5",2100,1.078651,"Panulirus spp."
"RCP 8.5",2100,3.799457e-14,"Panulirus spp."
"Status quo",2100,15.53981,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.85424,"Benthic macroinvertebrates"
"RCP 4.5",2100,17.26325,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.889511,"Benthic macroinvertebrates"
"Status quo",2100,24.67569,"Benthic microinvertebrates"
"RCP 2.6",2100,17.69135,"Benthic microinvertebrates"
"RCP 4.5",2100,21.49705,"Benthic microinvertebrates"
"RCP 8.5",2100,0.8679397,"Benthic microinvertebrates"
"Status quo",2100,0.6610585,"Siderastrea stellata"
"RCP 2.6",2100,0.6912165,"Siderastrea stellata"
"RCP 4.5",2100,0.2971802,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2836392,"Zooplankton"
"RCP 2.6",2100,0.2469944,"Zooplankton"
"RCP 4.5",2100,0.2872641,"Zooplankton"
"RCP 8.5",2100,0.6123562,"Zooplankton"
"Status quo",2100,0.1318761,"Phytoplankton"
"RCP 2.6",2100,0.1173408,"Phytoplankton"
"RCP 4.5",2100,0.10313,"Phytoplankton"
"RCP 8.5",2100,0.04289645,"Phytoplankton"
"Status quo",2100,224.5479,"Digenea simplex"
"RCP 2.6",2100,218.1087,"Digenea simplex"
"RCP 4.5",2100,176.655,"Digenea simplex"
"RCP 8.5",2100,95.90369,"Digenea simplex"
"Status quo",2100,831.1378,"Other algal turf"
"RCP 2.6",2100,776.3143,"Other algal turf"
"RCP 4.5",2100,763.3227,"Other algal turf"
"RCP 8.5",2100,476.6239,"Other algal turf"
"Status quo",2100,0.01988367,"Sea birds"
"RCP 2.6",2100,0.0392754,"Sea birds"
"RCP 4.5",2100,0.02771173,"Sea birds"
"RCP 8.5",2100,2.927517e-05,"Sea birds"
"Status quo",2100,0.08188295,"Turtles"
"RCP 2.6",2100,0.06384563,"Turtles"
"RCP 4.5",2100,0.03576304,"Turtles"
"RCP 8.5",2100,4.371462e-05,"Turtles"
"Status quo",2100,0.1754291,"Cephalopoda"
"RCP 2.6",2100,0.1576868,"Cephalopoda"
"RCP 4.5",2100,0.06175802,"Cephalopoda"
"RCP 8.5",2100,2.156681e-14,"Cephalopoda"
"Status quo",2100,4.069171,"Panulirus spp."
"RCP 2.6",2100,1.101462,"Panulirus spp."
"RCP 4.5",2100,0.183143,"Panulirus spp."
"RCP 8.5",2100,1.010409e-13,"Panulirus spp."
"Status quo",2100,15.71617,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.40364,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.62036,"Benthic macroinvertebrates"
"RCP 8.5",2100,0.307936,"Benthic macroinvertebrates"
"Status quo",2100,23.31294,"Benthic microinvertebrates"
"RCP 2.6",2100,23.86928,"Benthic microinvertebrates"
"RCP 4.5",2100,18.80932,"Benthic microinvertebrates"
"RCP 8.5",2100,14.72968,"Benthic microinvertebrates"
"Status quo",2100,0.6718616,"Siderastrea stellata"
"RCP 2.6",2100,0.6148234,"Siderastrea stellata"
"RCP 4.5",2100,0.2776736,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2745576,"Zooplankton"
"RCP 2.6",2100,0.2387085,"Zooplankton"
"RCP 4.5",2100,0.3171838,"Zooplankton"
"RCP 8.5",2100,0.4521396,"Zooplankton"
"Status quo",2100,0.1162996,"Phytoplankton"
"RCP 2.6",2100,0.1146786,"Phytoplankton"
"RCP 4.5",2100,0.1050051,"Phytoplankton"
"RCP 8.5",2100,0.04687116,"Phytoplankton"
"Status quo",2100,197.2116,"Digenea simplex"
"RCP 2.6",2100,216.3554,"Digenea simplex"
"RCP 4.5",2100,190,"Digenea simplex"
"RCP 8.5",2100,95.97604,"Digenea simplex"
"Status quo",2100,862.1651,"Other algal turf"
"RCP 2.6",2100,753.3904,"Other algal turf"
"RCP 4.5",2100,695.2476,"Other algal turf"
"RCP 8.5",2100,494.3023,"Other algal turf"
"Status quo",2100,0.03367981,"Sea birds"
"RCP 2.6",2100,0.03351679,"Sea birds"
"RCP 4.5",2100,0.0256868,"Sea birds"
"RCP 8.5",2100,0.001543361,"Sea birds"
"Status quo",2100,0.08056926,"Turtles"
"RCP 2.6",2100,0.06017803,"Turtles"
"RCP 4.5",2100,0.05654937,"Turtles"
"RCP 8.5",2100,0.0009965679,"Turtles"
"Status quo",2100,0.2371916,"Cephalopoda"
"RCP 2.6",2100,0.2661196,"Cephalopoda"
"RCP 4.5",2100,0.1493969,"Cephalopoda"
"RCP 8.5",2100,0.03015234,"Cephalopoda"
"Status quo",2100,5.793766,"Panulirus spp."
"RCP 2.6",2100,3.623833,"Panulirus spp."
"RCP 4.5",2100,0.7670748,"Panulirus spp."
"RCP 8.5",2100,8.619651e-12,"Panulirus spp."
"Status quo",2100,14.41687,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.77594,"Benthic macroinvertebrates"
"RCP 4.5",2100,12.75721,"Benthic macroinvertebrates"
"RCP 8.5",2100,9.691747,"Benthic macroinvertebrates"
"Status quo",2100,24.46055,"Benthic microinvertebrates"
"RCP 2.6",2100,29.81069,"Benthic microinvertebrates"
"RCP 4.5",2100,17.44118,"Benthic microinvertebrates"
"RCP 8.5",2100,1.116903,"Benthic microinvertebrates"
"Status quo",2100,0.6206947,"Siderastrea stellata"
"RCP 2.6",2100,0.6946676,"Siderastrea stellata"
"RCP 4.5",2100,0.2552679,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.20384,"Zooplankton"
"RCP 2.6",2100,0.2388471,"Zooplankton"
"RCP 4.5",2100,0.347854,"Zooplankton"
"RCP 8.5",2100,0.4745611,"Zooplankton"
"Status quo",2100,0.1205868,"Phytoplankton"
"RCP 2.6",2100,0.1117398,"Phytoplankton"
"RCP 4.5",2100,0.09448552,"Phytoplankton"
"RCP 8.5",2100,0.05038952,"Phytoplankton"
"Status quo",2100,207.5473,"Digenea simplex"
"RCP 2.6",2100,219.31,"Digenea simplex"
"RCP 4.5",2100,194.099,"Digenea simplex"
"RCP 8.5",2100,93.92007,"Digenea simplex"
"Status quo",2100,795.4885,"Other algal turf"
"RCP 2.6",2100,822.1102,"Other algal turf"
"RCP 4.5",2100,688.9709,"Other algal turf"
"RCP 8.5",2100,476.1443,"Other algal turf"
"Status quo",2100,0.02864602,"Sea birds"
"RCP 2.6",2100,0.03539721,"Sea birds"
"RCP 4.5",2100,0.02669627,"Sea birds"
"RCP 8.5",2100,0.0001238709,"Sea birds"
"Status quo",2100,0.08699626,"Turtles"
"RCP 2.6",2100,0.0690179,"Turtles"
"RCP 4.5",2100,0.03840192,"Turtles"
"RCP 8.5",2100,0.0002715822,"Turtles"
"Status quo",2100,0.2803655,"Cephalopoda"
"RCP 2.6",2100,0.2711655,"Cephalopoda"
"RCP 4.5",2100,0.1068027,"Cephalopoda"
"RCP 8.5",2100,8.524546e-10,"Cephalopoda"
"Status quo",2100,3.817186,"Panulirus spp."
"RCP 2.6",2100,2.245759,"Panulirus spp."
"RCP 4.5",2100,0.8048728,"Panulirus spp."
"RCP 8.5",2100,1.726022e-12,"Panulirus spp."
"Status quo",2100,13.57816,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.86265,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.52425,"Benthic macroinvertebrates"
"RCP 8.5",2100,2.649016,"Benthic macroinvertebrates"
"Status quo",2100,20.80437,"Benthic microinvertebrates"
"RCP 2.6",2100,21.84512,"Benthic microinvertebrates"
"RCP 4.5",2100,22.56708,"Benthic microinvertebrates"
"RCP 8.5",2100,8.77932,"Benthic microinvertebrates"
"Status quo",2100,0.7191933,"Siderastrea stellata"
"RCP 2.6",2100,0.6352755,"Siderastrea stellata"
"RCP 4.5",2100,0.2463978,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2241766,"Zooplankton"
"RCP 2.6",2100,0.2785511,"Zooplankton"
"RCP 4.5",2100,0.2942038,"Zooplankton"
"RCP 8.5",2100,0.3722249,"Zooplankton"
"Status quo",2100,0.1140059,"Phytoplankton"
"RCP 2.6",2100,0.1071956,"Phytoplankton"
"RCP 4.5",2100,0.100238,"Phytoplankton"
"RCP 8.5",2100,0.0536041,"Phytoplankton"
"Status quo",2100,205.6187,"Digenea simplex"
"RCP 2.6",2100,216.0605,"Digenea simplex"
"RCP 4.5",2100,189.7033,"Digenea simplex"
"RCP 8.5",2100,92.32111,"Digenea simplex"
"Status quo",2100,793.3056,"Other algal turf"
"RCP 2.6",2100,805.2737,"Other algal turf"
"RCP 4.5",2100,714.7507,"Other algal turf"
"RCP 8.5",2100,474.9529,"Other algal turf"
"Status quo",2100,0.01823775,"Sea birds"
"RCP 2.6",2100,0.02519482,"Sea birds"
"RCP 4.5",2100,0.01966542,"Sea birds"
"RCP 8.5",2100,0.001919069,"Sea birds"
"Status quo",2100,0.06908648,"Turtles"
"RCP 2.6",2100,0.06417438,"Turtles"
"RCP 4.5",2100,0.05309069,"Turtles"
"RCP 8.5",2100,0.001428484,"Turtles"
"Status quo",2100,0.2008545,"Cephalopoda"
"RCP 2.6",2100,0.19964,"Cephalopoda"
"RCP 4.5",2100,0.2325433,"Cephalopoda"
"RCP 8.5",2100,0.0005894501,"Cephalopoda"
"Status quo",2100,4.932586,"Panulirus spp."
"RCP 2.6",2100,3.003474,"Panulirus spp."
"RCP 4.5",2100,0.650204,"Panulirus spp."
"RCP 8.5",2100,1.098497e-11,"Panulirus spp."
"Status quo",2100,18.07308,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.04176,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.43143,"Benthic macroinvertebrates"
"RCP 8.5",2100,12.2212,"Benthic macroinvertebrates"
"Status quo",2100,25.95908,"Benthic microinvertebrates"
"RCP 2.6",2100,22.0055,"Benthic microinvertebrates"
"RCP 4.5",2100,16.36035,"Benthic microinvertebrates"
"RCP 8.5",2100,1.848315,"Benthic microinvertebrates"
"Status quo",2100,0.7021193,"Siderastrea stellata"
"RCP 2.6",2100,0.7369265,"Siderastrea stellata"
"RCP 4.5",2100,0.253124,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2446408,"Zooplankton"
"RCP 2.6",2100,0.2243004,"Zooplankton"
"RCP 4.5",2100,0.3285384,"Zooplankton"
"RCP 8.5",2100,0.4930842,"Zooplankton"
"Status quo",2100,0.1146598,"Phytoplankton"
"RCP 2.6",2100,0.1157509,"Phytoplankton"
"RCP 4.5",2100,0.106942,"Phytoplankton"
"RCP 8.5",2100,0.04085404,"Phytoplankton"
"Status quo",2100,195.9858,"Digenea simplex"
"RCP 2.6",2100,217.3511,"Digenea simplex"
"RCP 4.5",2100,186.8025,"Digenea simplex"
"RCP 8.5",2100,94.00896,"Digenea simplex"
"Status quo",2100,836.8516,"Other algal turf"
"RCP 2.6",2100,804.3257,"Other algal turf"
"RCP 4.5",2100,771.3904,"Other algal turf"
"RCP 8.5",2100,537.2889,"Other algal turf"
"Status quo",2100,0.0356532,"Sea birds"
"RCP 2.6",2100,0.03376791,"Sea birds"
"RCP 4.5",2100,0.02138163,"Sea birds"
"RCP 8.5",2100,0.009427479,"Sea birds"
"Status quo",2100,0.09519564,"Turtles"
"RCP 2.6",2100,0.06808702,"Turtles"
"RCP 4.5",2100,0.04020058,"Turtles"
"RCP 8.5",2100,0.0008850311,"Turtles"
"Status quo",2100,0.177438,"Cephalopoda"
"RCP 2.6",2100,0.2909649,"Cephalopoda"
"RCP 4.5",2100,0.1154239,"Cephalopoda"
"RCP 8.5",2100,0.1360047,"Cephalopoda"
"Status quo",2100,5.311485,"Panulirus spp."
"RCP 2.6",2100,3.686542,"Panulirus spp."
"RCP 4.5",2100,0.5409587,"Panulirus spp."
"RCP 8.5",2100,7.842486e-06,"Panulirus spp."
"Status quo",2100,17.91348,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.68236,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.1502,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.542583,"Benthic macroinvertebrates"
"Status quo",2100,27.14617,"Benthic microinvertebrates"
"RCP 2.6",2100,28.48938,"Benthic microinvertebrates"
